com.samsung.shealth.sleep,6307003,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total_sleep_time_weight,original_efficiency,mental_recovery,wake_score,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,deep_score,integrated_id,latency_weight,has_sleep_data,bedtime_detection_delay,sleep_efficiency_with_latency,wakeup_time_detection_delay,total_rem_duration,combined_id,nap_score,sleep_type,sleep_latency,data_version,latency_score,deep_weight,rem_weight,physical_recovery,original_wake_up_time,movement_awakening,is_integrated,original_bed_time,goal_bed_time,quality,extra_data,wake_weight,rem_score,goal_wake_up_time,sleep_cycle,total_light_duration,efficiency,sleep_score,sleep_duration,stage_analyzed_type,total_sleep_time_score,com.samsung.health.sleep.create_sh_ver,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.modify_sh_ver,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.client_data_id,com.samsung.health.sleep.client_data_ver,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,,43,,34,34,4,0,16,219,144,0,4,,,,,0,900000,,900000,24,29615dbb-cb1e-489c-b137-d754cf57d789,,-1,2580000,9,,,,42,,12,,,82800000,,,,,25200000,1,145,92,59,219,2,,62970091,39:00.0,,62950170,33:39.0,33:30.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,18:00.0,35e3a119-46c3-498f-b549-2e2426e1ed1c
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,62950170,10:00.0,,62950170,09:16.3,09:16.3,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,09:15.3,340fff23-2006-4477-8059-a4dcb706f364
,,96,,10,44,4,2,15,526,121,0,0,,,,,0,960000,,1500000,131,,,-1,660000,9,,,,88,12:00.0,6,,18:00.0,82800000,,,,,25200000,5,336,97,87,526,2,,62970091,18:00.0,,62950170,37:25.2,37:14.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,04:00.0,4c4b8739-7c1f-4328-8c4d-230691361ecc
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,62950170,30:00.0,,62950170,27:05.6,27:05.6,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,27:04.0,09457f4e-1f14-458d-8e53-35d661043a66
,,92,,98,98,15,1,16,432,431,0,4,,,,,0,1140000,,1200000,99,,,-1,5220000,9,,,,95,44:00.0,8,,21:00.0,82800000,,,,,25200000,4,219,96,92,432,2,,62970091,21:00.0,,62950170,05:15.8,04:54.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,33:00.0,67920eb9-50ea-4c7f-8445-db5a9b5486f9
,,95,,72,72,11,0,20,505,478,0,8,,,,,0,780000,,1620000,125,,,-1,1320000,9,,,,94,,8,,,82800000,,,,,25200000,4,288,96,86,505,2,,62970091,23:00.0,,62950170,15:45.7,15:12.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,48:00.0,f73ac7e2-456f-4a60-8231-393c52712886
,,91,,11,38,1,0,6,285,67,0,0,,,,,0,780000,,-1,83,,,-1,600000,9,,,,57,,4,,,82800000,,,,,25200000,2,158,97,68,285,2,,62970091,08:00.0,,62950170,32:37.3,31:00.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,d0c2e22c-10e9-489d-a954-9aff5ba2246a
,,86,,69,69,3,0,11,303,251,0,0,,,,,0,900000,,720000,72,,,-1,1740000,9,,,,82,,5,,,82800000,,,,,25200000,2,151,96,75,303,2,,62970091,29:00.0,,62950170,44:49.9,44:38.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,32:00.0,b8b12f39-796a-49d0-b905-325d68f43173
,,94,,33,82,2,2,17,515,97,0,0,,,,,0,720000,,1500000,114,,,-1,360000,9,,,,96,44:00.0,6,,04:00.0,82800000,,,,,25200000,4,302,96,95,515,2,,62970091,04:00.0,,62950170,09:17.7,09:05.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,39:00.0,9077048c-b165-4e04-bf14-2123f071e735
,,91,,62,80,16,2,19,389,266,0,8,,,,,0,900000,,1620000,96,,,-1,360000,9,,,,91,59:00.0,13,,23:00.0,82800000,,,,,25200000,3,194,95,87,389,2,,62970091,23:00.0,,62950170,26:35.6,26:27.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:30.0,1c42ca53-5662-45f2-9cee-dea57b5a6f39
,,49,,48,48,2,0,4,167,107,0,0,,,,,0,960000,,-1,23,,,-1,540000,9,,,,49,,5,,,82800000,,,,,25200000,1,92,97,58,167,2,,62970091,02:00.0,,62950170,21:34.4,20:35.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,49:00.0,698388ce-b127-41fa-99f3-33b6d9e1a7e6
,,93,,92,120,6,0,14,397,247,0,0,,,,,0,900000,,0,106,,,-1,420000,9,,,,97,,6,,,82800000,,,,,25200000,3,157,96,93,397,2,,62970091,23:00.0,,62950170,00:37.6,00:30.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,00:00.0,e52c2a0e-e655-45b2-a75c-42a7a1a0d4e7
,,93,,22,44,3,0,12,453,155,0,0,,,,,0,960000,,0,106,,,-1,120000,9,,,,82,44:00.0,5,,05:00.0,82800000,,,,,25200000,4,291,97,84,453,2,,62980011,05:00.0,,62950170,44:48.1,44:31.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,38:00.0,2f4e0e0b-5571-4d95-94fc-5bcebc2ff631
,,91,,27,79,2,2,12,331,93,0,0,,,,,0,960000,,300000,91,,,-1,600000,9,,,,88,,6,,,82800000,,,,,25200000,3,149,96,81,331,2,,62980011,20:00.0,,62950170,57:02.5,56:56.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,51:00.0,c8843f20-1ed3-4f89-abe8-f086a5fc0ae6
,,94,,93,96,4,0,17,461,271,0,3,,,,,0,840000,,1440000,111,,,-1,480000,9,,,,96,,6,,,82800000,,,,,25200000,3,237,96,96,461,2,,62980011,46:00.0,,62950170,51:19.5,51:03.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,27:00.0,f8fbf034-19b7-4b2d-bdd9-7ad9a1ae8caa
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,62950170,30:00.0,,62950170,01:58.4,01:58.4,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,00:00.0,21bdac1d-7068-4df9-b3f9-935a326da4bb
,,61,,47,47,6,0,6,150,149,0,3,,,,,0,840000,,-1,28,,,-1,1620000,9,,,,44,,10,,,82800000,,,,,25200000,1,69,96,58,150,2,,62980011,14:00.0,,62950170,12:09.2,16:43.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,44:00.0,57fce66e-ba13-4679-8a69-b89243d190e1
,,89,,66,66,7,2,15,405,314,0,5,,,,,0,780000,,1560000,85,,,-1,6540000,9,,,,87,,7,,,82800000,,,,,25200000,4,239,96,91,405,2,,62980011,44:00.0,,62950170,56:08.4,56:00.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:00.0,f03077ec-9350-4436-a061-5f92e1718354
,,95,,81,81,12,3,12,451,411,0,0,,,,,0,840000,,1440000,121,,,-1,1500000,9,,,,94,,6,,,82800000,,,,,25200000,3,237,97,97,451,2,,62980011,15:00.0,,62950170,12:19.1,11:53.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,46:00.0,d97b98fa-0bca-4fdb-9a26-d19840359983
,,84,,31,46,1,0,8,260,74,0,3,,,,,0,960000,,1560000,63,,,-1,2220000,9,,,,60,,6,,,82800000,,,,,25200000,3,143,96,71,260,2,,62980011,17:00.0,,62950170,03:19.0,03:11.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,37:00.0,c40d52f4-3357-4494-a0c6-dba3da2e32b4
,,91,,18,61,1,1,13,460,82,0,0,,,,,0,840000,,1620000,95,,,-1,840000,9,,,,90,,4,,,82800000,,,,,25200000,4,291,97,89,460,2,,62980011,18:00.0,,62950170,26:02.0,25:40.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,58:00.0,4872417a-61cb-4478-93f2-1e3fcb36074e
34,,32,9,26,26,5,0,10,142,84,0,4,,13,,16,0,840000,88,1440000,15,,,-1,360000,10,16,15,23,25,,17,,,82800000,,,12,11,25200000,2,91,92,51,142,2,2,62980011,51:00.0,,63010030,37:18.7,37:11.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,13:00.0,7a0ddd14-fdb7-4000-89b7-db490d6c0f43
34,,55,8,32,68,4,4,35,312,86,0,19,,12,,16,0,780000,82,720000,38,,,-1,1320000,10,16,15,23,79,,23,,,82800000,,,12,13,25200000,2,171,89,58,312,2,9,62980011,39:00.0,,63010030,03:42.7,03:27.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,51:00.0,aa970452-172b-4fc6-95a5-d629ff26058d
34,,78,10,34,91,3,3,15,282,73,0,6,,11,,16,0,780000,83,1500000,57,,,-1,2340000,10,13,15,23,88,37:00.0,12,,49:00.0,82800000,,,12,19,25200000,3,119,95,61,282,2,8,62980011,49:00.0,,63010030,04:46.0,04:37.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,31:30.0,943a92b8-1699-4159-8d12-2e2fe6f3ba4b
34,,91,7,37,105,3,0,52,425,87,0,38,,12,,16,0,780000,84,1500000,106,,,-1,900000,10,16,15,23,94,24:00.0,25,,13:00.0,82800000,,,12,19,25200000,4,162,88,79,425,2,25,62980011,13:00.0,,63010030,50:01.5,49:48.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,18:30.0,c668cc80-2591-43db-b926-26400b227dde
34,,63,10,47,99,5,1,16,242,116,0,0,,10,,16,0,840000,86,1800000,40,,,-1,1140000,10,16,15,23,89,,12,,,82800000,,,12,18,25200000,4,87,93,58,242,2,4,62980011,04:00.0,,63010030,36:51.5,36:42.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,06:00.0,5703a22c-194b-4e1f-b2fb-574a593fdd28
34,,80,10,29,82,4,7,18,330,72,0,0,,13,,16,0,840000,91,1500000,63,,,-1,660000,10,16,15,23,89,10:00.0,12,,34:00.0,82800000,,,12,21,25200000,4,167,94,75,330,2,15,62980011,34:00.0,,63010030,37:05.9,36:58.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,04:00.0,ff4a3ec3-00b2-4158-91c6-ad02ec980a8a
34,,93,10,36,94,4,4,21,441,90,0,4,,14,,16,0,780000,94,1500000,112,,,-1,120000,10,9,15,23,95,,11,,,82800000,,,12,21,25200000,3,214,95,87,441,2,33,62980011,10:00.0,,63010030,56:35.0,56:25.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,31:00.0,595f4ce6-36f6-402e-8bf3-2627fa206f0a
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63010030,00:00.0,,63010030,56:38.1,56:38.1,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,10:00.0,9dbb5fe7-327e-4dff-bbe7-4b83019415e6
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63010030,31:00.0,,63010030,56:38.4,56:38.4,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,56:34.7,e3b612a0-b415-40ef-be84-28f4cb52f333
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63010030,20:00.0,,63010030,05:57.5,05:57.5,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,05:56.2,a8add1d1-89e9-4383-8ea5-f24e5c6b88f5
34,,89,9,30,101,4,1,36,475,73,0,19,,13,,16,0,780000,88,0,94,,,-1,1260000,10,16,15,23,96,06:00.0,17,,28:00.0,82800000,,,12,20,25200000,6,244,92,90,475,2,32,62980011,28:00.0,,63010030,06:17.9,06:05.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,23:00.0,1fe28e9b-0a19-48bf-9583-d95142bb3da8
34,,89,10,55,107,8,3,28,477,170,0,3,,13,,16,0,1200000,90,780000,89,,,-1,1080000,10,16,15,23,97,12:00.0,11,,08:00.0,82800000,,,12,20,25200000,3,253,94,92,477,2,33,62980011,08:00.0,,63010030,25:17.9,25:00.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,05:00.0,d11e3519-c940-4ad0-9a0e-f2baefeef66a
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63010030,20:00.0,,63010030,13:47.7,13:47.7,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,13:46.7,f1de0c26-44b5-40a6-847f-186533b861ef
34,,81,10,55,55,12,6,18,281,176,0,4,,13,,16,0,780000,89,1440000,63,,,-1,660000,10,16,15,23,70,,15,,,82800000,,,12,20,25200000,2,145,93,66,281,2,7,62980011,53:00.0,,63010030,58:13.7,58:07.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,34:00.0,54752fbc-cff1-4088-a72a-05c10b33efdb
34,,7,4,2,2,20,0,20,84,84,0,12,,2,,16,0,900000,58,1500000,0,,,-1,1500000,10,16,15,23,7,,62,,,82800000,,,12,0,25200000,0,62,81,23,84,2,1,62980011,59:00.0,,63010030,48:44.1,48:39.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,23:00.0,274bc653-91c0-4aec-9922-623fc60b7ac3
34,,95,9,26,112,3,3,42,490,96,0,27,,13,,16,0,960000,90,1500000,140,,,-1,240000,10,14,15,23,97,04:00.0,18,,45:00.0,82800000,,,12,20,25200000,4,196,91,88,490,2,32,62980011,45:00.0,,63010030,31:35.5,29:49.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,55:30.0,c030e3e4-3074-4156-a628-d1c05b49dba2
34,,89,9,43,103,6,1,30,385,95,0,22,,12,,16,0,780000,90,1500000,90,,,-1,360000,10,16,15,23,94,10:00.0,21,,28:00.0,82800000,,,12,20,25200000,5,162,92,79,385,2,22,62980011,28:00.0,,63010030,35:35.6,35:24.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:30.0,d4092ff9-24af-4722-9b3c-3f1e9fa58c8c
34,,71,10,0,41,4,0,14,198,50,0,4,,12,,16,0,780000,83,1500000,42,,,-1,1380000,10,16,15,23,46,,18,,,82800000,,,12,19,25200000,2,101,93,60,198,2,3,62980011,59:00.0,,63010030,45:07.3,45:00.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,17:00.0,1eea1b17-e51f-40c9-ae25-e77a14e19a82
34,,80,10,32,81,7,1,16,312,108,0,0,,8,,16,0,1080000,62,1740000,62,,,-1,9780000,10,0,15,23,88,07:00.0,12,,40:00.0,82800000,,,12,14,25200000,3,153,96,44,312,2,12,62980011,40:00.0,,63010030,36:30.8,36:23.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:30.0,eb276d3f-bf9e-41ff-8d03-901dbc3a2366
34,,99,10,32,170,11,3,41,714,111,0,19,,13,,16,0,900000,93,240000,223,,,-1,420000,10,16,15,23,99,41:00.0,18,,32:00.0,82800000,,,12,20,25200000,6,280,94,78,714,2,19,62980011,32:00.0,,63010030,45:34.8,45:07.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,26:30.0,1ec4e1fb-6fd1-4c12-8bdb-c02a882165bc
34,,92,7,31,121,11,2,55,468,106,0,43,,12,,16,0,840000,86,1500000,110,,,-1,480000,10,16,15,23,97,04:00.0,32,,11:00.0,82800000,,,12,19,25200000,4,182,88,84,468,2,30,62980011,11:00.0,,63010030,30:09.7,29:54.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,59:30.0,2d9ade21-fe13-4069-815f-0cf8a8b47ca2
34,,29,11,39,52,3,0,4,178,107,0,0,,12,,16,0,900000,90,1380000,13,,,-1,840000,10,16,15,23,55,,5,,,82800000,,,12,6,25200000,1,109,97,48,178,2,3,62980011,15:00.0,,63010030,36:10.4,36:02.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,13:00.0,64f60486-7131-4896-b313-0ae767ffbcf7
34,,20,8,31,31,13,1,13,115,115,0,5,,10,,16,0,960000,76,1440000,9,,,-1,1080000,10,16,15,23,25,,28,,,82800000,,,12,6,25200000,0,62,89,42,115,2,2,62980011,31:00.0,,63010030,50:49.1,50:43.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,26:00.0,4fb18efc-f576-4a5d-b32f-99cc5911be0c
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63010030,40:00.0,,63010030,09:56.6,09:56.6,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,09:54.8,73a22d9a-7927-4bf9-8301-121c3b831e40
34,,62,10,16,49,2,2,16,253,77,0,4,,13,,16,0,960000,89,-1,39,,,-1,660000,10,16,15,23,61,,11,,,82800000,,,12,17,25200000,2,149,93,61,253,2,5,62980011,35:00.0,,63010030,34:06.4,29:55.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,48:00.0,f1ad0334-aadb-4e52-87ef-53b5c9e0a386
34,,95,11,28,96,2,3,13,397,72,0,0,,13,,16,0,840000,95,0,122,,,-1,180000,10,12,15,23,95,,7,,,82800000,,,12,21,25200000,4,166,96,86,397,2,29,62980011,05:00.0,,63010030,42:20.1,42:05.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,42:00.0,adde90d4-a1a1-41f7-abf1-82819424cf13
34,,96,11,62,120,4,3,13,479,136,0,4,,12,,16,0,1200000,87,1560000,142,,,-1,3360000,10,9,15,23,98,57:00.0,7,,53:00.0,82800000,,,12,19,25200000,4,204,97,84,479,2,33,62980011,53:00.0,,63010030,24:39.5,23:53.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:00.0,331d2065-f432-45ae-a394-5a606cbb10bc
34,,98,5,69,174,27,12,150,759,195,0,104,,10,,16,0,1200000,74,1080000,165,,,-1,3240000,10,9,15,23,99,50:00.0,48,,32:00.0,82800000,,,12,17,25200000,5,270,81,65,759,2,24,62980011,32:00.0,,63010030,11:38.0,10:27.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,11:30.0,4f2bdb0d-ddbd-4ce0-92a8-3338e43b2d06
34,,36,6,0,65,16,7,52,286,41,0,34,,11,,16,0,1200000,78,1620000,24,,,-1,600000,10,16,15,23,71,,69,,,82800000,,,12,8,25200000,2,145,82,45,286,2,4,62980011,34:00.0,,63010030,47:19.9,47:12.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,20:00.0,247b2161-b530-456a-ab31-48a6ae729661
34,,36,10,21,24,5,0,11,149,106,0,0,,11,,16,0,900000,75,1380000,17,,,-1,2100000,10,14,15,23,25,,12,,,82800000,,,12,11,25200000,1,97,94,48,149,2,2,62980011,55:00.0,,63010030,47:37.2,47:31.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,24:00.0,b945af63-5f7e-4525-8755-49dd28ed8105
34,,72,9,7,53,7,4,22,228,96,0,9,,9,,16,0,1020000,62,0,48,,,-1,6060000,10,2,15,23,59,,21,,,82800000,,,12,14,25200000,2,105,93,37,228,2,3,62980011,02:00.0,,63010030,50:52.9,50:43.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,50:00.0,3cf85348-2fa4-4a75-a44a-2a2e87dc886f
34,,93,10,42,95,5,2,23,443,87,0,9,,11,,16,0,960000,80,1500000,109,,,-1,4620000,10,5,15,23,95,24:00.0,14,,50:00.0,82800000,,,12,18,25200000,4,216,95,77,443,2,33,62980011,50:00.0,,63010030,51:49.9,51:38.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,13:30.0,54f46b71-3aa4-4893-b19c-a9087158d105
34,,80,11,52,78,5,1,9,311,124,0,0,,13,,16,0,1020000,91,1800000,60,,,-1,1020000,10,16,15,23,87,,7,,,82800000,,,12,21,25200000,3,164,97,74,311,2,13,62980011,56:00.0,,63010030,37:26.8,37:18.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,07:00.0,753ab6be-2365-422b-b3b3-809e48fe47d1
34,,6,9,11,11,5,0,5,60,60,0,3,,12,,16,0,960000,83,1800000,1,,,-1,360000,10,16,15,23,9,51:00.0,22,,44:00.0,82800000,,,12,1,25200000,0,43,92,40,60,2,2,62980011,44:00.0,,63010030,21:36.7,21:31.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,44:30.0,323583c9-ba6a-4610-aac4-22f98ec19728
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63010030,10:00.0,,63010030,03:34.7,03:34.7,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,00:00.0,dad0e78f-214a-4e6c-af4c-95bff0e1394c
34,,86,10,20,84,1,1,11,310,69,0,5,,13,,16,0,1080000,93,1500000,73,,,-1,540000,10,16,15,23,88,,8,,,82800000,,,12,21,25200000,3,142,96,72,310,2,12,62980011,15:00.0,,63020270,50:21.0,50:15.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,25:00.0,894da8a6-95cb-4eec-bde2-b36fc3987510
34,,84,10,33,90,2,0,21,396,98,0,3,,11,,16,0,1020000,80,1560000,73,,,-1,4140000,10,6,15,23,93,28:00.0,8,,44:00.0,82800000,,,12,18,25200000,4,212,95,72,396,2,27,62980011,44:00.0,,63020270,54:39.1,54:29.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,20:30.0,b94e5307-2879-44b3-9b77-634d88578897
34,,75,8,28,80,3,1,29,283,64,0,21,,10,,16,0,720000,77,1500000,57,,,-1,2640000,10,12,15,23,82,06:00.0,23,,18:00.0,82800000,,,12,17,25200000,2,117,90,53,283,2,6,62980011,18:00.0,,63020270,31:46.4,31:36.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,01:00.0,5d349c2f-8e65-46bd-add6-0eece3f96ece
34,,78,9,20,70,9,3,29,378,91,0,14,,12,,16,0,780000,86,60000,64,,,-1,1500000,10,16,15,23,86,41:00.0,21,,11:00.0,82800000,,,12,18,25200000,4,215,92,76,378,2,21,62980011,11:00.0,,63020270,42:46.3,42:39.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:30.0,6e7f4237-4fa2-43ce-9552-8dc09da1d9ce
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63020270,50:00.0,,63020270,42:50.8,42:50.8,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,11:00.0,fc036928-f473-4f73-b43f-32980d33dc05
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63020270,29:30.0,,63020270,42:51.1,42:51.1,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,40:00.0,eb51a2cc-357d-4bab-959c-12876dc28b51
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63020270,50:00.0,,63020270,42:51.1,42:51.1,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,11:00.0,52876623-4f1a-41ef-8398-c38ec58466bb
,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,82800000,0,,,,25200000,,,0,,,,,63020270,29:30.0,,63020270,42:51.1,42:51.1,,,UTC+0530,M4md+CQori,,com.sec.android.app.shealth,40:00.0,5073bcd0-8a19-4414-b961-b5718caa352c
34,,91,10,49,150,3,2,25,468,96,0,10,,12,,16,0,840000,93,1440000,97,,,-1,180000,10,12,15,23,98,,11,,,82800000,,,12,21,25200000,3,196,94,88,468,2,33,62980011,34:00.0,,63020270,54:42.2,48:17.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,22:00.0,1e551c8d-740d-49af-952c-fb83537e7232
34,,38,10,29,29,11,1,11,179,179,0,0,,11,,16,0,1200000,79,1500000,20,,,-1,1920000,10,15,15,23,33,01:00.0,12,,54:00.0,82800000,,,12,10,25200000,0,119,94,49,179,2,3,62980011,54:00.0,,63020270,27:09.5,27:01.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,806f00d7-cc34-4f64-8687-40e0982539b2
34,,81,10,21,53,4,1,13,236,80,0,4,,11,,16,0,840000,80,1500000,57,,,-1,2400000,10,13,15,23,63,30:00.0,12,,24:00.0,82800000,,,12,18,25200000,2,113,95,56,236,2,4,62980011,24:00.0,,63020270,55:12.4,55:06.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,20:30.0,27621695-18df-4ed0-a9c7-553eedcf235d
34,,82,9,29,74,4,0,23,357,74,0,18,,13,,16,0,720000,90,1500000,71,,,-1,780000,10,16,15,23,85,01:00.0,18,,17:00.0,82800000,,,12,20,25200000,4,189,93,76,357,2,18,62980011,17:00.0,,63020270,27:07.2,26:57.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:30.0,5174ad93-76c7-46bc-bf2a-d84262bfe75e
34,,91,11,18,76,1,0,6,318,98,0,0,,14,,16,0,960000,97,1560000,85,,,-1,180000,10,12,15,23,86,37:00.0,4,,14:00.0,82800000,,,12,22,25200000,2,151,97,74,318,2,15,62980011,14:00.0,,63020270,03:58.4,03:50.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,32:00.0,73ed7d22-6eea-4434-8bc0-f9f7914dbaf9
34,,96,9,32,91,3,5,31,483,72,0,16,,12,,16,0,780000,80,1500000,152,,,-1,4800000,10,5,15,23,95,45:00.0,15,,36:00.0,82800000,,,12,17,25200000,3,209,94,75,483,2,32,62980011,36:00.0,,63020270,11:44.1,11:25.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,39:00.0,a6e0198f-ee8b-422f-a394-c7aea6de5364
34,,6,11,26,26,0,0,0,60,60,0,0,,8,,16,0,1020000,64,0,0,,,-1,1920000,10,15,15,23,17,,2,,,82800000,,,12,0,25200000,0,34,99,36,60,2,2,62980011,15:00.0,,63020310,15:20.7,15:14.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,15:00.0,1177e003-78be-4416-8abc-9e3179fcb01b
34,,78,10,0,40,1,3,13,214,15,0,0,,13,,16,0,840000,91,1500000,51,,,-1,360000,10,16,15,23,48,,13,,,82800000,,,12,20,25200000,2,110,93,62,214,2,3,62980011,40:00.0,,63020310,39:27.3,39:20.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:00.0,3b2082c1-5a89-47cd-ad44-e88ccec0928c
34,,92,8,20,71,3,6,44,441,70,3,28,,12,,16,0,1020000,85,0,109,,,-1,1260000,10,16,15,23,89,54:00.0,21,,26:00.0,82800000,,,12,19,25200000,4,217,90,84,441,2,29,62980011,26:00.0,,63020310,54:26.0,54:10.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,47:00.0,7455684b-aabe-46aa-997a-8ac78ca30dde
